1	7
1	11
1	57
1	69
1	77
2	8
2	12
2	40
2	48
2	58
2	75
2	76
2	78
2	80
2	88
2	89
3	7
3	19
3	23
3	71
3	73
3	77
4	8
4	20
4	24
4	72
4	74
5	3
5	9
5	27
5	71
5	73
6	10
6	16
6	28
6	72
6	74
7	1
7	3
7	8
7	9
7	13
7	25
7	27
7	28
7	37
7	38
7	39
7	40
7	41
7	42
7	47
7	48
7	50
7	53
7	54
7	62
7	63
7	65
7	66
7	75
7	76
7	79
7	80
7	87
7	88
7	89
7	90
8	2
8	4
8	7
8	9
8	14
8	25
8	27
8	28
8	37
8	38
8	39
8	40
8	41
8	42
8	47
8	48
8	50
8	53
8	54
8	62
8	63
8	65
8	66
8	75
8	76
8	79
8	80
8	87
8	88
8	89
8	90
9	5
9	7
9	8
9	15
9	25
9	27
9	28
9	37
9	38
9	39
9	40
9	41
9	42
9	47
9	48
9	50
9	53
9	54
9	62
9	63
9	65
9	66
9	73
9	75
9	76
9	79
9	80
9	87
9	88
9	89
9	90
10	6
10	8
10	16
10	40
10	48
10	74
10	75
10	76
10	80
10	88
10	89
11	1
11	13
11	17
11	19
11	40
11	48
11	75
11	76
11	80
11	88
11	89
12	2
12	14
12	18
12	30
12	40
12	48
12	75
12	76
12	80
12	88
12	89
13	7
13	11
13	29
13	40
13	48
13	73
13	75
13	76
13	80
13	88
13	89
14	8
14	12
14	16
14	30
14	74
15	9
15	13
15	29
15	73
15	83
16	10
16	14
16	30
16	38
16	74
16	84
17	11
17	29
17	57
17	79
17	81
18	30
18	58
18	64
18	80
18	82
19	3
19	20
19	33
19	69
19	77
20	4
20	19
20	34
20	69
20	70
21	22
21	27
21	31
21	41
21	71
22	21
22	28
22	30
22	32
22	42
22	72
22	84
23	3
23	19
23	24
23	31
23	40
23	48
23	75
23	76
23	80
23	88
23	89
24	4
24	23
24	26
24	32
24	40
24	48
24	75
24	76
24	80
24	88
24	89
25	7
25	8
25	9
25	26
25	27
25	28
25	31
25	37
25	38
25	39
25	40
25	41
25	42
25	47
25	48
25	50
25	53
25	54
25	62
25	63
25	65
25	66
25	75
25	76
25	79
25	80
25	87
25	88
25	89
25	90
26	6
26	24
26	25
26	28
26	32
27	5
27	7
27	8
27	9
27	21
27	25
27	28
27	37
27	38
27	39
27	40
27	41
27	42
27	47
27	48
27	50
27	53
27	54
27	62
27	63
27	65
27	66
27	75
27	76
27	79
27	80
27	87
27	88
27	89
27	90
28	6
28	7
28	8
28	9
28	22
28	25
28	26
28	27
28	37
28	38
28	39
28	40
28	41
28	42
28	47
28	48
28	50
28	53
28	54
28	62
28	63
28	65
28	66
28	75
28	76
28	79
28	80
28	87
28	88
28	89
28	90
29	13
29	15
29	17
29	40
29	48
29	73
29	75
29	76
29	80
29	88
29	89
30	12
30	14
30	16
30	18
30	74
30	84
31	21
31	23
31	25
31	32
31	33
32	22
32	24
32	26
32	31
32	34
33	19
33	31
33	34
33	67
33	69
34	20
34	32
34	33
34	68
34	70
35	33
35	36
35	40
35	43
35	48
35	67
35	75
35	76
35	80
35	88
35	89
36	34
36	35
36	38
36	44
36	49
36	51
36	68
37	7
37	8
37	9
37	25
37	27
37	28
37	38
37	39
37	40
37	41
37	42
37	47
37	48
37	50
37	53
37	54
37	62
37	63
37	65
37	66
37	75
37	76
37	77
37	79
37	80
37	87
37	88
37	89
37	90
38	7
38	8
38	9
38	25
38	27
38	28
38	37
38	39
38	40
38	41
38	42
38	47
38	48
38	50
38	53
38	54
38	62
38	63
38	65
38	66
38	75
38	76
38	78
38	79
38	80
38	87
38	88
38	89
38	90
39	7
39	8
39	9
39	25
39	27
39	28
39	37
39	38
39	40
39	41
39	42
39	47
39	48
39	50
39	53
39	54
39	55
39	62
39	63
39	65
39	66
39	75
39	76
39	79
39	80
39	87
39	88
39	89
39	90
40	2
40	7
40	8
40	9
40	10
40	11
40	12
40	13
40	23
40	24
40	25
40	27
40	28
40	29
40	35
40	37
40	38
40	39
40	41
40	42
40	43
40	44
40	45
40	46
40	47
40	48
40	49
40	50
40	52
40	53
40	54
40	55
40	56
40	59
40	61
40	62
40	63
40	64
40	65
40	66
40	75
40	76
40	79
40	80
40	85
40	86
40	87
40	88
40	89
40	90
41	7
41	8
41	9
41	21
41	25
41	27
41	28
41	37
41	38
41	39
41	40
41	42
41	47
41	48
41	50
41	53
41	54
41	62
41	63
41	65
41	66
41	75
41	76
41	79
41	80
41	83
41	87
41	88
41	89
41	90
42	7
42	8
42	9
42	22
42	25
42	27
42	28
42	37
42	38
42	39
42	40
42	41
42	47
42	48
42	50
42	53
42	54
42	62
42	63
42	65
42	66
42	75
42	76
42	79
42	80
42	84
42	87
42	88
42	89
42	90
43	40
43	44
43	45
43	47
43	48
43	67
43	75
43	76
43	80
43	88
43	89
