1
2
1
3
4
5
3
3
6
5
3
5
6
5
6
5
6
5
1
1
7
4
1
1
4
4
4
4
6
5
4
7
1
1
8
8
9
9
9
10
9
9
8
8
11
11
9
10
11
11
11
7
9
9
9
9
1
7
11
2
1
11
3
2
11
11
2
11
1
2
4
7
6
5
10
10
7
7
6
7
6
5
6
5
6
7
10
10
10
9
