1
2
1
2
3
3
2
2
3
3
1
2
4
2
4
5
4
5
1
1
3
3
1
1
3
3
3
3
4
5
1
3
1
1
1
1
6
6
6
6
6
6
7
7
8
8
7
7
8
8
8
1
7
7
7
7
1
2
8
2
1
2
2
2
8
8
1
1
1
1
1
3
4
5
6
6
1
1
4
5
4
5
4
5
4
1
6
6
6
7
