79	40
79	48
79	75
79	76
79	80
79	81
79	88
79	89
80	7
80	8
80	9
80	18
80	25
80	27
80	28
80	37
80	38
80	39
80	40
80	41
80	42
80	47
80	48
80	50
80	53
80	54
80	62
80	63
80	65
80	66
80	75
80	76
80	79
80	82
80	87
80	88
80	89
80	90
81	17
81	63
81	79
81	83
81	85
82	18
82	64
82	80
82	84
82	86
83	15
83	29
83	37
83	41
83	81
83	85
83	87
84	16
84	30
84	38
84	42
84	82
84	86
84	88
85	51
85	65
85	81
85	89
86	52
86	66
86	82
86	90
87	37
87	40
87	48
87	75
87	76
87	80
87	83
87	85
87	88
87	89
88	7
88	8
88	9
88	25
88	27
88	28
88	37
88	38
88	39
88	40
88	41
88	42
88	47
88	48
88	50
88	53
88	54
88	62
88	63
88	65
88	66
88	75
88	76
88	79
88	80
88	84
88	86
88	87
88	89
88	90
89	7
89	8
89	9
89	25
89	27
89	28
89	37
89	38
89	39
89	40
89	41
89	42
89	47
89	48
89	50
89	53
89	54
89	55
89	62
89	63
89	65
89	66
89	75
89	76
89	79
89	80
89	85
89	87
89	88
89	90
90	40
90	48
90	54
90	56
90	75
90	76
90	80
90	86
90	88
90	89
2	74
4	78
5	15
6	4
7	8
7	87
8	7
8	9
8	25
8	37
8	38
8	39
8	41
8	42
8	43
8	45
8	46
8	47
8	49
8	50
8	53
8	54
8	62
8	63
8	65
8	66
8	79
8	87
8	90
9	8
9	87
19	73
25	8
25	87
27	28
28	27
29	83
37	8
37	87
38	8
38	87
39	8
39	87
40	43
40	45
40	46
40	49
41	8
41	87
42	8
42	87
43	8
43	40
43	48
43	75
43	76
43	80
43	87
43	88
45	8
45	40
45	48
45	75
45	76
45	80
45	87
45	88
46	8
46	40
46	48
46	75
46	76
46	80
46	87
46	88
47	8
47	87
48	43
48	45
48	46
48	49
49	8
49	36
49	40
49	48
49	75
49	76
49	80
49	87
49	88
50	8
50	87
53	8
53	87
54	8
54	87
57	69
62	8
62	87
63	8
63	87
65	8
65	87
66	8
66	87
73	19
73	69
73	77
75	43
75	45
75	46
75	49
76	43
76	45
76	46
76	49
79	8
79	87
80	43
80	45
80	46
80	49
86	88
87	7
87	8
87	9
87	25
87	38
87	39
87	41
87	42
87	43
87	45
87	46
87	47
87	49
87	50
87	53
87	54
87	62
87	63
87	65
87	66
87	79
87	90
88	43
88	45
88	46
88	49
90	8
90	87
1	8
1	40
1	48
1	49
1	75
2	40
2	48
2	49
2	75
5	8
5	40
5	48
5	49
5	75
6	26
7	49
8	1
8	5
8	11
8	12
8	29
8	51
9	49
10	38
11	8
11	40
11	48
11	49
11	75
12	8
12	40
12	48
12	49
12	75
19	23
25	49
29	8
29	40
29	48
29	49
29	75
36	37
37	83
39	49
40	1
40	2
40	5
40	11
40	12
40	29
40	51
41	39
42	49
43	49
46	49
47	49
48	1
48	2
48	5
48	11
48	12
48	29
48	51
49	1
49	2
49	5
49	7
49	9
49	11
49	12
49	25
49	29
49	39
49	42
49	43
49	46
49	47
49	53
49	54
49	62
49	63
49	65
49	66
49	79
49	89
49	90
50	49
51	8
51	40
51	48
51	75
53	49
54	49
55	87
57	29
60	38
62	49
63	49
65	49
66	49
69	20
73	1
75	1
75	2
75	5
75	11
75	12
75	29
75	51
76	4
76	77
79	49
80	30
88	56
89	49
90	49
